Date,Price,Year,Month,Month_Sin,Month_Cos,Major_Event,Event_Label,Price_Lag1,Price_Lag2,Price_Lag3,Price_MA3,Price_MA6
01-04-2021,1760.04,2021,4,0.866025404,-0.5,None,4,1718.23,1808.17,1866.98,1762.146667,1813.023333
01-05-2021,1850.26,2021,5,0.5,-0.866025404,None,4,1760.04,1718.23,1808.17,1776.176667,1810.35
01-06-2021,1834.57,2021,6,1.22E-16,-1,None,4,1850.26,1760.04,1718.23,1814.956667,1806.375
01-07-2021,1807.84,2021,7,-0.5,-0.866025404,None,4,1834.57,1850.26,1760.04,1830.89,1796.518333
01-08-2021,1785.28,2021,8,-0.866025404,-0.5,None,4,1807.84,1834.57,1850.26,1809.23,1792.703333
01-09-2021,1775.14,2021,9,-1,-1.84E-16,None,4,1785.28,1807.84,1834.57,1789.42,1802.188333
01-10-2021,1776.85,2021,10,-0.866025404,0.5,None,4,1775.14,1785.28,1807.84,1779.09,1804.99
01-11-2021,1821.76,2021,11,-0.5,0.866025404,None,4,1776.85,1775.14,1785.28,1791.25,1800.24
01-12-2021,1790.43,2021,12,-2.45E-16,1,None,4,1821.76,1776.85,1775.14,1796.346667,1792.883333
01-01-2022,1816.02,2022,1,0.5,0.866025404,None,4,1790.43,1821.76,1776.85,1809.403333,1794.246667
01-02-2022,1856.3,2022,2,0.866025404,0.5,Russia-Ukraine War,6,1816.02,1790.43,1821.76,1820.916667,1806.083333
01-03-2022,1947.83,2022,3,1,6.12E-17,None,4,1856.3,1816.02,1790.43,1873.383333,1834.865
01-04-2022,1936.86,2022,4,0.866025404,-0.5,None,4,1947.83,1856.3,1816.02,1913.663333,1861.533333
01-05-2022,1848.5,2022,5,0.5,-0.866025404,None,4,1936.86,1947.83,1856.3,1911.063333,1865.99
01-06-2022,1836.57,2022,6,1.22E-16,-1,None,4,1848.5,1936.86,1947.83,1873.976667,1873.68
01-07-2022,1732.74,2022,7,-0.5,-0.866025404,None,4,1836.57,1848.5,1936.86,1805.936667,1859.8
01-08-2022,1764.56,2022,8,-0.866025404,-0.5,None,4,1732.74,1836.57,1848.5,1777.956667,1844.51
01-09-2022,1680.78,2022,9,-1,-1.84E-16,None,4,1764.56,1732.74,1836.57,1726.026667,1800.001667
01-10-2022,1664.45,2022,10,-0.866025404,0.5,None,4,1680.78,1764.56,1732.74,1703.263333,1754.6
01-11-2022,1725.07,2022,11,-0.5,0.866025404,None,4,1664.45,1680.78,1764.56,1690.1,1734.028333
01-12-2022,1797.55,2022,12,-2.45E-16,1,None,4,1725.07,1664.45,1680.78,1729.023333,1727.525
01-01-2023,1897.71,2023,1,0.5,0.866025404,None,4,1797.55,1725.07,1664.45,1806.776667,1755.02
01-02-2023,1854.54,2023,2,0.866025404,0.5,None,4,1897.71,1797.55,1725.07,1849.933333,1770.016667
01-03-2023,1912.73,2023,3,1,6.12E-17,None,4,1854.54,1897.71,1797.55,1888.326667,1808.675
01-04-2023,1999.77,2023,4,0.866025404,-0.5,None,4,1912.73,1854.54,1897.71,1922.346667,1864.561667
01-05-2023,1992.13,2023,5,0.5,-0.866025404,None,4,1999.77,1912.73,1854.54,1968.21,1909.071667
01-06-2023,1942.9,2023,6,1.22E-16,-1,None,4,1992.13,1999.77,1912.73,1978.266667,1933.296667
01-07-2023,1951.02,2023,7,-0.5,-0.866025404,None,4,1942.9,1992.13,1999.77,1962.016667,1942.181667
01-08-2023,1918.7,2023,8,-0.866025404,-0.5,None,4,1951.02,1942.9,1992.13,1937.54,1952.875
01-09-2023,1915.95,2023,9,-1,-1.84E-16,None,4,1918.7,1951.02,1942.9,1928.556667,1953.411667
01-10-2023,1916.25,2023,10,-0.866025404,0.5,None,4,1915.95,1918.7,1951.02,1916.966667,1939.491667
01-11-2023,1984.11,2023,11,-0.5,0.866025404,None,4,1916.25,1915.95,1918.7,1938.77,1938.155
01-12-2023,2026.18,2023,12,-2.45E-16,1,None,4,1984.11,1916.25,1915.95,1975.513333,1952.035
01-01-2024,2034.04,2024,1,0.5,0.866025404,None,4,2026.18,1984.11,1916.25,2014.776667,1965.871667
01-02-2024,2023.24,2024,2,0.866025404,0.5,None,4,2034.04,2026.18,1984.11,2027.82,1983.295
01-03-2024,2158.01,2024,3,1,6.12E-17,None,4,2023.24,2034.04,2026.18,2071.763333,2023.638333
01-04-2024,2331.45,2024,4,0.866025404,-0.5,None,4,2158.01,2023.24,2034.04,2170.9,2092.838333
01-05-2024,2351.13,2024,5,0.5,-0.866025404,None,4,2331.45,2158.01,2023.24,2280.196667,2154.008333
01-06-2024,2326.44,2024,6,1.22E-16,-1,None,4,2351.13,2331.45,2158.01,2336.34,2204.051667
01-07-2024,2398.2,2024,7,-0.5,-0.866025404,None,4,2326.44,2351.13,2331.45,2358.59,2264.745
01-08-2024,2470.15,2024,8,-0.866025404,-0.5,None,4,2398.2,2326.44,2351.13,2398.263333,2339.23
01-09-2024,2570.55,2024,9,-1,-1.84E-16,None,4,2470.15,2398.2,2326.44,2479.633333,2407.986667
01-10-2024,2690.08,2024,10,-0.866025404,0.5,None,4,2570.55,2470.15,2398.2,2576.926667,2467.758333
01-11-2024,2651.13,2024,11,-0.5,0.866025404,None,4,2690.08,2570.55,2470.15,2637.253333,2517.758333
01-12-2024,2648.01,2024,12,-2.45E-16,1,None,4,2651.13,2690.08,2570.55,2663.073333,2571.353333
01-01-2025,2709.69,2025,1,0.5,0.866025404,None,4,2648.01,2651.13,2690.08,2669.61,2623.268333
01-02-2025,2894.73,2025,2,0.866025404,0.5,None,4,2709.69,2648.01,2651.13,2750.81,2694.031667
01-03-2025,2983.25,2025,3,1,6.12E-17,None,4,2894.73,2709.69,2648.01,2862.556667,2762.815
01-04-2025,3217.64,2025,4,0.866025404,-0.5,None,4,2983.25,2894.73,2709.69,3031.873333,2850.741667
01-05-2025,3309.49,2025,5,0.5,-0.866025404,None,4,3217.64,2983.25,2894.73,3170.126667,2960.468333
01-06-2025,3352.66,2025,6,1.22E-16,-1,None,4,3309.49,3217.64,2983.25,3293.263333,3077.91
01-07-2025,3340.15,2025,7,-0.5,-0.866025404,None,4,3352.66,3309.49,3217.64,3334.1,3182.986667
